SKU,KEYWORD,URL PRODUCT,ADS LIBRARY MEDIA URL,ADS LIBRARY MEDIA URL 2,ADS LIBRARY MEDIA URL 3,ADS LIBRARY MEDIA URL 4,ADS LIBRARY MEDIA URL 5,ADS LIBRARY MEDIA URL 6,ADS LIBRARY MEDIA URL 7,ADS LIBRARY MEDIA URL 8,ADS LIBRARY MEDIA URL 9,ADS LIBRARY MEDIA URL 10,NOTE,PRICE,COMPARE AT PRICE,URL LANDING PAGE,PRODUCT NAME,STATU,SOURCING PRICE USD,SOURCING URL,WEIGHT GRAM,HAS VARIANTS,IMAGE URL
PRD-0782,Revolution,https://play.google.com/store/apps/details?id=ai.storage.cleaner.app,https://www.facebook.com/ads/library/?id=1568972937362736,,,,,,,,,,,,,,,PENDING,0.83,https://www.fatkun.net/image-search/red?id=681158524978,,YES,https://play-lh.googleusercontent.com/2kYdSTNPWQ0Q5k7E6JaiWjn9AjNlTc-36vmskOUbAgqNbAqW7s7CgFgNDOdc05WABwJuPTi6LD-CJyis4kd2bA
